machine_type,vibration_mm_s,spindle_current_percent,spindle_temperature_C,acoustic_dba,lubrication_pressure_bar,coolant_temperature_C,active_failure,status
cnc,1.53,20.25,28.36,55,1.95,25.4,spindle_bearing_failure,running
cnc,0.81,40.7,44.05,80.18,2.08,24.97,none,running
cnc,3.04,44.2,26.11,55,1.96,26.85,tool_breakage,warning
cnc,6.48,76.58,55.07,94.2,2.31,25.01,tool_breakage,fault
cnc,5.81,83.24,47.61,96.41,2.03,24.77,tool_breakage,fault
cnc,1.37,55.18,53.61,90.05,1.88,27.06,tool_wear,running
cnc,1.97,60.35,57.17,95.16,0.89,25.97,lubrication_failure,warning
cnc,2.49,48.95,45.8,81.91,1.92,26.03,spindle_bearing_failure,warning
cnc,3.12,45.16,56.3,87.33,1.87,26.39,spindle_bearing_failure,warning
cnc,2.25,40.8,48.76,63.97,1.33,27.04,lubrication_failure,warning
cnc,1.5,40.93,49.31,76.54,0.63,25.46,lubrication_failure,fault
cnc,4.77,62.16,71.35,95.89,2.14,24.5,spindle_bearing_failure,fault
cnc,1.4,40.97,55.96,76.12,0.9,24.82,lubrication_failure,warning
cnc,0.64,39.27,39.63,77.51,2.15,26.54,none,running
cnc,2.6,49.76,47.95,78.83,0.78,27.01,lubrication_failure,fault
cnc,0.98,47.5,47.66,84.74,2.23,25.89,none,running
cnc,1.67,67.47,52.7,90.3,2.18,26.58,tool_wear,running
cnc,2.21,41.37,57.38,81.9,2.22,26.31,spindle_bearing_failure,warning
cnc,1.08,40.66,30.47,56.89,1.88,26.35,tool_wear,running
cnc,0.72,39.41,39.76,68.76,2.01,26.51,none,running
cnc,1.19,43.37,44.77,77.24,2.03,25.55,tool_wear,running
cnc,3.71,57.23,58.19,86.04,1.23,24.73,lubrication_failure,warning
cnc,2.64,62.79,78.66,92.53,0.74,26.1,lubrication_failure,fault
cnc,1.32,31.9,37.02,55.12,1.2,26.63,tool_wear,running
cnc,4.13,59.94,45.86,80.23,2.14,27.01,tool_breakage,warning
cnc,0.42,25.16,22.99,55,2.08,26.19,none,running
cnc,3.03,50.36,30.4,58.21,2.09,25.64,tool_breakage,warning
cnc,1.52,55.13,62.2,87.81,0.88,26.9,lubrication_failure,warning
cnc,2.54,46.74,46.33,76.77,1.19,27.52,lubrication_failure,warning
cnc,1.44,61.28,47.36,85.09,1.95,25.17,tool_wear,running
cnc,0.81,41.41,41.65,77.61,2.12,27.48,none,running
cnc,2.1,23.68,28.45,55,1.94,26.38,spindle_bearing_failure,warning
cnc,1.39,44.13,42.37,74.12,2.15,25.58,tool_wear,running
cnc,1.16,32.01,31.85,55,1.93,27.35,spindle_bearing_failure,running
cnc,1.68,62.71,50.74,92.25,2.15,26.26,none,warning
cnc,3.29,43.38,48.77,80.16,2.09,27.39,spindle_bearing_failure,warning
cnc,2.08,62.84,72.69,97.36,1.29,26.04,lubrication_failure,fault
cnc,0.61,34.88,33.4,64.57,2.24,26.09,none,running
cnc,2.4,50.43,56.33,91.08,0.99,25.1,lubrication_failure,warning
cnc,2.97,49.5,56.8,80.02,0.61,26.99,lubrication_failure,fault
cnc,7.45,88.31,50.5,102.85,2.04,26.17,tool_breakage,fault
cnc,0.75,44.2,43.09,82.71,2.28,26.96,none,running
cnc,0.78,45.48,34,56.87,1.99,26.9,tool_breakage,running
cnc,0.9,40.27,31.99,59.79,2.29,24.7,tool_wear,running
cnc,2.3,31.8,36.49,59.9,1.24,24.3,lubrication_failure,warning
cnc,0.86,47.41,42.1,81.35,1.99,24.23,none,running
cnc,1.22,55.55,51.06,91.72,2.07,25.77,tool_wear,running
cnc,3.2,46.67,29.5,56.98,2.05,27.31,tool_breakage,warning
cnc,1.51,25.09,24.12,55,1.11,24.97,lubrication_failure,warning
cnc,2.47,48.33,29.85,62.72,2.1,26.18,tool_breakage,warning
cnc,1.61,54.58,65.57,98.06,1.18,27.9,lubrication_failure,warning
cnc,3.09,40,52.58,78.99,2.05,24.78,none,warning
cnc,1.96,47.64,60.87,94.89,1.2,26.4,lubrication_failure,warning
cnc,0.7,34.81,29.84,55,2.15,27.33,tool_wear,running
cnc,1.57,51.9,51.18,88.09,2.07,27.45,tool_wear,running
cnc,1.23,31.69,34.08,57.51,0.99,27.22,lubrication_failure,warning
cnc,5.23,72.18,42.39,81.79,2.32,24.98,tool_breakage,fault
cnc,1.49,66.59,56.59,96.15,2.12,25.01,tool_wear,warning
cnc,0.52,32.63,25.07,55,1.88,27.28,tool_wear,running
cnc,2.75,41.83,57.16,89.42,0.71,26.3,lubrication_failure,fault
cnc,3.8,54.81,74.2,97.57,1.97,24.23,spindle_bearing_failure,fault
cnc,1.08,50.97,45.58,75,2.04,25.27,tool_wear,running
cnc,3.92,53.44,66.59,90.36,2.14,25.51,spindle_bearing_failure,warning
cnc,3.82,42.82,61.57,88.8,1.98,24.92,spindle_bearing_failure,warning
cnc,2.4,50.84,63.39,89.84,1.04,27.06,lubrication_failure,warning
cnc,0.66,30.46,25.78,55,2.17,26.85,tool_wear,running
cnc,0.82,43.71,41.58,77.52,2.05,26.36,none,running
cnc,3.79,54.27,66.66,104.5,2.29,24.26,spindle_bearing_failure,warning
cnc,6.32,77.29,52.14,94.77,2.22,27.48,tool_breakage,fault
cnc,4.75,86.13,60.54,100.39,2.12,26.48,tool_breakage,fault
cnc,3.26,40.13,55.6,75.37,2.24,25.69,spindle_bearing_failure,warning
cnc,2.34,52.1,59.93,97.73,1.04,26.14,lubrication_failure,warning
cnc,3.01,56.15,65.02,96.51,1.25,25.51,lubrication_failure,warning
cnc,1.2,46.32,45.59,87.68,2.34,25.61,tool_wear,running
cnc,1.59,53.22,49.29,85.28,1.96,28.26,tool_wear,running
cnc,0.85,37.31,31.76,65.48,2.01,26.56,tool_wear,running
cnc,2.49,56.69,59.82,89.99,1.28,24.75,lubrication_failure,warning
cnc,1.34,20.09,28.5,55,2.23,25.54,spindle_bearing_failure,running
cnc,2.23,63.62,67.68,90.88,2.01,24.83,spindle_bearing_failure,warning
cnc,1.78,55.5,45.49,87.3,2.25,25.29,tool_wear,running
cnc,1.24,49.78,44.37,75.35,2.2,25.54,tool_wear,running
cnc,1.41,22.38,26.72,55,2.3,26.49,spindle_bearing_failure,running
cnc,0.69,46.02,41.74,83.1,2.13,23.8,none,running
cnc,4.29,73.22,45.49,81.61,2.09,26.08,tool_breakage,warning
cnc,1.98,45.12,47.32,69.3,0.83,25.71,lubrication_failure,warning
cnc,7.52,79.58,53.81,97.51,2.24,25.54,tool_breakage,fault
cnc,1.55,53.51,46.54,76.95,2.03,26.84,tool_wear,running
cnc,1.4,50.92,55.74,94.16,2.13,26.83,tool_wear,warning
cnc,1.65,55.71,49.87,86.95,1.92,24.97,tool_wear,running
cnc,0.77,41.99,39.98,73.33,2.19,27.11,none,running
cnc,4.28,50.55,62.26,98.44,2.09,26.12,spindle_bearing_failure,warning
cnc,1.38,26.38,36.46,55.73,2.01,25.7,spindle_bearing_failure,running
cnc,1.81,45.28,56.56,91.26,1.24,25.77,lubrication_failure,running
cnc,2.66,61.13,65.01,99.74,2,26.04,spindle_bearing_failure,warning
cnc,1.5,26.72,36.12,55,1.03,27.01,lubrication_failure,warning
cnc,1.31,59.92,46.64,89.45,2.16,25.14,tool_wear,running
cnc,1,45.8,47.69,85.63,2.12,26.36,none,running
cnc,0.83,43.87,44.82,78.72,2.13,26.95,none,running
cnc,1.4,59.83,49.38,100.06,2.16,24.51,tool_wear,warning
cnc,1.49,21.01,29.61,55,1.95,26.47,spindle_bearing_failure,running
cnc,0.87,42.06,45.27,80.58,2.11,25.39,none,running
cnc,0.89,50.15,45.24,90.89,2.04,26.17,none,running
cnc,1.69,57.94,49.65,90.72,2.11,25.24,tool_wear,running
cnc,1.36,33.06,36.51,65.41,1.02,26.98,lubrication_failure,warning
cnc,2.78,57.98,59.54,90.43,1.37,24.58,lubrication_failure,warning
cnc,4.68,73.71,54.62,102.51,2.04,26.33,tool_breakage,fault
cnc,1.32,62.04,48.97,88.24,2.06,24.57,tool_wear,running
cnc,3.45,51.27,73.4,95.77,2.07,26.04,spindle_bearing_failure,fault
cnc,3.59,52.21,69.38,103.22,0.99,25.66,lubrication_failure,warning
cnc,1.29,54.63,51.49,88.67,1.91,25.1,tool_wear,running
cnc,4.48,75.58,51.89,94.68,2.04,26.18,tool_breakage,warning
cnc,1.92,27.84,31.37,55,1.17,27.82,lubrication_failure,warning
cnc,0.67,36.82,37.61,69.52,2.05,25.82,none,running
cnc,1.37,31.16,43,63.41,0.67,24.23,lubrication_failure,fault
cnc,0.85,49.02,43.99,88.24,2.3,25.51,none,running
cnc,1.46,29.6,26.59,55,2.17,26.72,spindle_bearing_failure,running
cnc,1.31,47.52,41.13,80.36,2.27,27.39,tool_wear,running
cnc,2.12,50.29,62.24,86.68,0.85,27.1,lubrication_failure,warning
cnc,2.54,31.63,37.15,62.84,1.09,26.09,lubrication_failure,warning
cnc,5.19,61.93,40.46,80.03,2.01,26.4,tool_breakage,fault
cnc,0.94,31.84,23.3,55,2.03,25.32,tool_wear,running
cnc,2.65,30.15,43.47,57.05,2.13,26.71,spindle_bearing_failure,warning
cnc,1.46,65.55,49.82,94.9,2.15,27.5,tool_wear,warning
cnc,3.47,34.57,24.53,55,2.17,26.69,none,warning
cnc,2.22,46.1,62.26,89.74,2.12,26.88,spindle_bearing_failure,warning
cnc,2.84,61.22,53.78,96.36,0.96,25.42,lubrication_failure,warning
cnc,1.63,44.94,66.88,84.98,0.87,25.34,lubrication_failure,warning
cnc,3.13,33.72,23.56,55,2.07,25.48,tool_breakage,warning
cnc,2.52,38.33,51.32,77.79,2.26,25.33,spindle_bearing_failure,warning
cnc,1.24,49.51,43.35,82.12,2.1,25.93,tool_wear,running
cnc,1.62,55.8,56.4,91.27,2.06,24.73,tool_wear,running
cnc,2.14,50.82,57.56,85.71,1.06,26.61,lubrication_failure,warning
cnc,3.73,83.49,43.99,97.89,2.18,26.4,tool_breakage,warning
cnc,3,62.86,74.62,96.41,0.75,26.48,lubrication_failure,fault
cnc,1.62,61.16,46.3,90.44,2.13,26.02,tool_wear,running
cnc,3.03,52.23,60.01,76.44,0.85,27.6,lubrication_failure,warning
cnc,1.4,29,37.59,55,0.88,25.14,lubrication_failure,warning
cnc,1.24,44.3,40.51,72.24,2.16,26.17,tool_wear,running
cnc,0.7,38.24,38.61,70.6,2.01,24.14,none,running
cnc,7.02,84.51,50.97,100.59,2.02,26.69,tool_breakage,fault
cnc,1.19,50.11,47.02,81.85,2.13,24.47,tool_wear,running
cnc,0.55,29.73,28.71,58.39,2.08,26.61,none,running
cnc,0.85,45.51,48.32,85.07,2.26,27.65,none,running
cnc,3.09,57.95,66.47,91.26,2.06,24.55,spindle_bearing_failure,warning
cnc,0.89,47.15,44.94,85.77,1.92,26.29,none,running
cnc,4.14,87.97,51.88,91.46,2.07,25.13,tool_breakage,warning
cnc,0.64,34.55,36.23,62.19,2.2,27.69,none,running
cnc,2.92,50.66,67.35,102.79,1.98,25.14,spindle_bearing_failure,warning
cnc,2.62,54.32,46.36,80.29,2.22,25.72,spindle_bearing_failure,warning
cnc,2.19,48.08,64.2,98.07,1.97,26.27,spindle_bearing_failure,warning
cnc,2.8,45.24,49.13,91.28,2.06,25.69,tool_wear,warning
cnc,7.66,89.1,49.21,102.45,2.12,25.19,tool_breakage,fault
cnc,3.66,45.56,64.6,83.71,1.18,24.71,lubrication_failure,warning
cnc,5.14,69,45.02,88.92,2.12,27.03,tool_breakage,fault
cnc,1.59,61.45,49.41,90.7,1.96,24.17,tool_wear,running
cnc,2.29,28.42,37.08,68.37,0.67,26.46,lubrication_failure,fault
cnc,0.74,47.19,42,79.4,1.94,27.67,none,running
cnc,7.18,77.42,52.77,98.94,2.14,25.22,tool_breakage,fault
cnc,3.78,73.01,41.47,80.37,1.92,26.19,tool_breakage,warning
cnc,1.59,61.74,47.65,87.97,2.03,24.86,tool_wear,running
cnc,3.26,55.03,64.5,96.93,2.21,26.65,spindle_bearing_failure,warning
cnc,1.04,44.58,44.39,80.89,2.05,27.16,tool_wear,running
cnc,0.77,24.96,23.96,55,2,25.99,tool_wear,running
cnc,1.35,51.98,39.95,73.41,2.19,25.99,tool_wear,running
cnc,1.69,56.96,47.66,93.16,2.19,25.08,tool_wear,warning
cnc,1.18,47.39,47.29,80.84,2.1,26.02,tool_wear,running
cnc,0.84,46.15,41.67,80.93,2.02,24.5,none,running
cnc,1.62,62.02,49.43,95.27,1.94,25.91,tool_wear,warning
cnc,1.11,43.7,37.86,74.99,2.27,26.88,tool_wear,running
cnc,2.14,66.12,65.98,108.09,2.28,24.04,spindle_bearing_failure,warning
cnc,0.75,41.11,38.92,70.64,2.02,25.79,none,running
cnc,3.41,61.44,34.18,70.97,2.02,25.99,tool_breakage,warning
cnc,0.87,44.34,43.9,86,2.16,25.48,none,running
cnc,1.05,51.95,37.96,71.53,2.28,25.93,tool_wear,running
cnc,2.99,49.12,68.16,103.63,1.35,25.31,lubrication_failure,warning
cnc,0.75,47.22,46.19,82.37,1.99,25.27,none,running
cnc,5.66,69.68,50.78,90.46,2.15,24.95,tool_breakage,fault
cnc,2.68,41.39,59.35,89.64,1.01,26.64,lubrication_failure,warning
cnc,1.76,58.89,43.79,97.16,2.18,26.66,tool_wear,warning
cnc,2.4,52.4,69.8,89.15,2.11,25.13,spindle_bearing_failure,warning
cnc,3.48,54.69,31.95,60.01,2.18,25.87,tool_breakage,warning
cnc,0.65,27.54,22.97,55,1.98,25.76,tool_wear,running
cnc,2.67,40.94,46.57,79.68,1.17,26.53,lubrication_failure,warning
cnc,0.87,43.87,47.73,85.38,2.23,24.82,none,running
cnc,0.87,44.93,44.44,79.23,1.9,27.2,none,running
cnc,0.7,40.53,39.35,70.44,2.02,26.59,none,running
cnc,3.82,60.75,57.68,101.59,2.11,24.77,spindle_bearing_failure,warning
cnc,2.18,53.62,66.15,91.53,1.31,25.66,lubrication_failure,warning
cnc,0.89,43.96,42.11,78.25,1.92,25.64,none,running
cnc,6.15,75.96,50.38,91.59,2.25,26.91,tool_breakage,fault
cnc,0.48,31.07,23.21,55,2.02,24.01,tool_wear,running
cnc,1.65,34.61,40.74,55,2.18,27.24,lubrication_failure,running
cnc,1.45,50.33,46.11,80.18,1.83,25.39,tool_wear,running
cnc,0.43,20.57,20,55,2.1,25.5,none,running
cnc,1.42,63.79,57.57,96.2,1.97,26.13,tool_wear,warning
cnc,2.86,44.06,22.73,55,2.09,28.17,tool_breakage,warning
cnc,4.15,59.01,69.28,99.95,1.94,25.55,spindle_bearing_failure,warning
cnc,1.18,53.59,49.92,94.75,1.98,26.36,tool_wear,warning
cnc,2.54,64.33,77.28,88.32,0.84,26.26,lubrication_failure,fault
cnc,7.71,92.69,54.71,102.77,2.14,25.69,tool_breakage,fault
cnc,2.13,51.91,52.28,85.78,1.98,24.72,spindle_bearing_failure,warning
cnc,5.61,77.14,40.81,82.31,1.94,25.13,tool_wear,fault
cnc,1.81,69.56,48.52,93.32,2.07,24.89,tool_wear,warning
cnc,4.06,59.1,60.1,93.46,1.98,25.27,spindle_bearing_failure,warning
cnc,1.56,53.11,47.94,82.42,1.88,26.68,tool_wear,running
cnc,0.93,42.77,30.98,63.53,1.98,27.07,tool_wear,running
cnc,0.71,34.42,35.83,67.56,2.1,25.37,none,running
cnc,2.1,30.47,35.92,59.87,0.93,25.02,lubrication_failure,warning
cnc,2.66,41.69,57.67,87.72,2.13,26.92,spindle_bearing_failure,warning
cnc,2.7,46.87,55.43,97.13,2.06,26.99,spindle_bearing_failure,warning
cnc,2.73,52.75,71.87,92.23,0.95,25.19,lubrication_failure,fault
cnc,5.07,70.22,42.92,86.4,1.92,26.63,tool_breakage,fault
cnc,1.43,50.47,51.18,86.06,2.05,26.74,tool_wear,running
cnc,0.64,36.99,33.96,68.64,2.18,24.93,none,running
cnc,0.85,45.24,40.89,82.9,2.11,24.56,none,running
cnc,2.03,27.21,34.15,55,1.86,26.02,spindle_bearing_failure,warning
cnc,0.4,25.28,24.16,55,2.09,25.45,none,running
cnc,3.2,40.46,55.59,85.64,1.92,25.66,spindle_bearing_failure,warning
cnc,0.55,32,27.81,55,2.34,26.61,none,running
cnc,0.62,36.15,38.31,72.33,2.2,25.59,none,running
cnc,2.53,45.22,45.79,76.62,2.11,25.53,spindle_bearing_failure,warning
cnc,2.11,41.95,22.49,55,2.24,27.61,tool_breakage,warning
cnc,3.83,60.25,34.3,71.98,2.21,26.67,tool_breakage,warning
cnc,1.78,30.7,29.37,55,0.72,25.44,lubrication_failure,fault
cnc,1.23,46.97,45.89,79.81,1.97,27.13,tool_wear,running
cnc,3.25,38.94,29.9,57.71,1.95,26.08,tool_breakage,warning
cnc,3.72,47.32,57.46,97.67,1.98,24.23,spindle_bearing_failure,warning
cnc,1.22,55.69,58.89,96.33,2.09,24.6,tool_wear,warning
cnc,1.51,63.84,54.03,98.32,2.02,25.93,tool_wear,warning
cnc,0.95,27.79,24.56,55,2.29,26.3,spindle_bearing_failure,running
cnc,4.47,52.17,31.97,61.78,1.9,25.94,tool_breakage,warning
cnc,1.9,59.9,51.52,96.75,2.05,26.75,tool_wear,warning
cnc,4.67,68.4,40.84,81.44,2.2,24.35,tool_breakage,fault
cnc,4.62,78.09,49.89,101.72,2.06,27.1,tool_breakage,fault
cnc,1.52,30.14,37.27,59.84,0.75,26.67,lubrication_failure,fault
cnc,5.86,86.23,52,99.84,2.05,24.26,tool_breakage,fault
cnc,1.51,55.1,47.14,95.04,1.85,25.31,tool_wear,warning
cnc,4.9,59.27,40.19,79.74,2.14,26.6,tool_breakage,fault
cnc,0.79,37.13,36.51,70.79,2,24.95,none,running
cnc,1.81,28.27,29.68,55,0.76,27.6,lubrication_failure,fault
cnc,1.24,50.94,44.34,81.14,2,26.36,tool_wear,running
cnc,0.96,40.51,42.25,86.1,1.99,26.46,none,running
cnc,0.94,37.65,29.94,55,1.86,26.43,tool_wear,running
cnc,5.7,82.66,49.73,94.86,1.97,25.54,tool_breakage,fault
cnc,3.44,56.14,60.26,95.39,1.98,25.17,lubrication_failure,warning
cnc,0.78,36.01,37.41,74.48,2.12,24.94,none,running
cnc,3.63,42.09,51.72,75.48,1.79,25.17,spindle_bearing_failure,warning
cnc,3.51,43.08,25.9,55,1.9,25.74,tool_breakage,warning
cnc,0.58,24.86,24.05,55,1.94,26.01,none,running
cnc,0.55,27.49,29.12,55,2.21,25.52,none,running
cnc,3.57,47.33,53.72,81.32,2.25,25.47,spindle_bearing_failure,warning
cnc,0.8,50.87,44.51,90.94,2.29,25.78,none,running
cnc,4.82,67.28,43.09,86,2.03,24.97,tool_breakage,fault
cnc,1.28,52.1,39.06,75.51,2.06,26.62,tool_wear,running
cnc,4.29,56.13,56.59,92.72,2.1,24.99,spindle_bearing_failure,warning
cnc,2.14,39.83,55.27,82.88,2.01,26.76,spindle_bearing_failure,warning
cnc,1.73,57.02,46.57,84.01,1.41,25.5,lubrication_failure,running
cnc,4.07,59.04,58.5,100.54,1.76,26.94,spindle_bearing_failure,warning
cnc,3.43,63.04,56.93,101.82,2.22,24.49,spindle_bearing_failure,warning
cnc,0.69,42.39,40.43,77.99,2.18,25.32,none,running
cnc,3.43,58.09,33.74,64.47,1.92,25.25,tool_breakage,warning
cnc,0.94,45.79,45.71,91.24,2.23,26.56,none,running
cnc,0.82,46.03,41.05,86.2,2.3,25.09,none,running
cnc,1.47,54.79,45.21,87.05,2.11,26.07,tool_wear,running
cnc,2.36,55.05,58.3,88.21,1.13,25.81,lubrication_failure,warning
cnc,0.99,28.35,31.19,55,1.98,26.75,spindle_bearing_failure,running
cnc,0.85,38.92,28.42,55,2.03,24.36,spindle_bearing_failure,running
cnc,1.91,37.23,39.16,55,1.41,26.37,lubrication_failure,running
cnc,0.87,36.93,40.77,75.17,2.2,26.3,none,running
cnc,1.74,24.16,31.03,55,2.21,25.84,spindle_bearing_failure,running
cnc,3.13,61.86,56.87,90.84,1.92,25.6,spindle_bearing_failure,warning
cnc,0.85,44.29,42.03,76.78,2.13,26.18,none,running
cnc,2.11,39.88,57.78,85.99,2.11,24.51,spindle_bearing_failure,warning
cnc,0.63,40.27,36.27,71.41,1.93,26.57,none,running
cnc,0.72,36.43,37.46,74.25,2.33,25.03,none,running
cnc,1.02,37.48,31.27,55,2.09,26.16,tool_wear,running
cnc,0.79,41.79,39.32,75,2.15,25.86,none,running
cnc,1.84,29.77,35.77,55,1.9,25.76,spindle_bearing_failure,running
cnc,1.34,46.29,44.46,82.32,2.1,27.1,tool_wear,running
cnc,2.61,59.3,65.76,96.92,0.97,25.86,lubrication_failure,warning
cnc,3.44,64.18,43.71,78.52,2.43,25.65,tool_breakage,warning
cnc,1.27,31.71,29.97,55.93,1.17,26.05,lubrication_failure,warning
cnc,0.81,41.08,41.26,81.98,1.93,26.4,none,running
cnc,0.83,45.84,47,87.77,2.06,25.74,none,running
cnc,0.38,22.42,20,55,2.19,28,none,running
cnc,1.41,54.46,43.32,81.11,2.28,27.62,tool_wear,running
cnc,1.43,51.52,38.98,76.97,2.06,26.89,tool_wear,running
cnc,1.82,42.96,50.29,82.46,2.28,26.2,spindle_bearing_failure,running
cnc,1.77,50.13,54.15,92.35,0.77,25.53,lubrication_failure,fault
cnc,0.72,40.04,39.97,74.46,2.04,23.9,none,running
cnc,1.7,36.02,43.04,55.74,1.21,26.36,lubrication_failure,running
cnc,2.6,48.43,28.41,56.63,1.98,26.64,tool_breakage,warning
cnc,2.19,48.26,55.56,75.43,2.17,26.23,spindle_bearing_failure,warning
cnc,1.2,58.19,42.46,82.97,2.21,26.58,tool_wear,running
cnc,1.5,57.61,54.44,94.02,2.14,25.07,tool_wear,warning
cnc,3.2,54.06,57.97,85.77,2.32,25.88,spindle_bearing_failure,warning
cnc,4.59,52.72,28.65,63.47,2.06,26.09,tool_breakage,fault
cnc,1.48,48,43.18,75.19,1.89,25.56,tool_wear,running
cnc,1.03,47.72,46.66,87.33,2.07,26.05,none,running
cnc,2.81,50.6,27.94,56.09,2,25.82,tool_breakage,warning
cnc,1.17,45.02,45.98,87.49,2,24.95,tool_wear,running
cnc,1.69,63.33,46.94,85.8,2.1,26.34,tool_wear,running
cnc,0.79,36.58,34.77,67.27,2.01,26.31,none,running
cnc,3.45,52.22,53.63,83.28,2.15,25.72,spindle_bearing_failure,warning
cnc,1.67,66.75,54.33,97.98,2.08,27.36,tool_wear,warning
cnc,2.61,53.47,55.42,81.56,2.24,27.16,spindle_bearing_failure,warning
cnc,3.56,50.07,64.53,94.26,2.28,25.16,spindle_bearing_failure,warning
cnc,1.9,44.32,53.57,78.42,1.07,25.93,lubrication_failure,warning
cnc,3.08,50.68,63.86,95.74,0.72,27.31,lubrication_failure,fault
cnc,1.38,24.09,26.53,55,1.03,26.03,lubrication_failure,warning
cnc,0.94,51.4,49.1,86.18,2.16,27.43,none,running
cnc,3.55,52.79,52.41,92.88,1.96,25.99,spindle_bearing_failure,warning
cnc,1.65,52.97,53.38,85.56,2.1,25.41,tool_wear,running
cnc,0.94,44.23,47.11,85.66,2.21,25.41,none,running
cnc,0.57,25.51,23.64,55,2.03,25.6,tool_wear,running
cnc,0.89,44.96,44.97,84.86,2.11,26.68,none,running
cnc,1.15,22.71,24.84,55,0.87,25.9,lubrication_failure,warning
cnc,1.46,52.28,47.95,84.97,2.13,28.18,tool_wear,running
cnc,1.27,51.71,44.23,80.29,2.09,24.46,tool_wear,running
cnc,6.07,69.26,46.56,89.84,2.1,25.11,tool_breakage,fault
cnc,3.16,55.91,53.63,83.23,2.15,26.46,spindle_bearing_failure,warning
cnc,0.92,47.56,46.78,88.92,2.16,25.78,none,running
cnc,6.37,78.3,46.58,98.13,2.28,26.94,tool_breakage,fault
cnc,2.84,40.88,48.92,76.03,1.87,26.06,spindle_bearing_failure,warning
cnc,2.14,35.08,33.18,55,1.99,25.97,spindle_bearing_failure,warning
cnc,6.86,80.68,55.14,99.81,2.02,24.36,tool_breakage,fault
cnc,4.74,88.44,50.19,94.02,1.94,24.33,tool_breakage,fault
cnc,4.42,66.99,40.85,78.73,2.1,24.72,tool_breakage,warning
cnc,1.31,25,34.97,57.46,1.17,23.96,lubrication_failure,warning
cnc,1.85,70.33,50.58,95.06,1.96,25.46,tool_wear,warning
cnc,1.64,49.78,50.26,89.9,2.01,26.51,tool_wear,running
cnc,1.06,60.81,48.38,83.31,2.14,25.73,tool_wear,running
cnc,0.59,27.92,29.54,55,2.28,26.59,none,running
cnc,1.57,24.67,28.98,55,0.94,25.5,lubrication_failure,warning
cnc,0.54,24.06,26.18,55,2.07,26.18,none,running
cnc,4.73,82.38,55.04,109.51,2.07,26.64,tool_breakage,fault
cnc,3.52,56.76,71.15,89.61,2.13,27.36,spindle_bearing_failure,fault
cnc,1.19,45.48,40.14,72.62,2.13,24.9,tool_wear,running
cnc,3.16,42.58,52.5,81.19,1.04,24.2,lubrication_failure,warning
cnc,1.07,23.83,31.09,55,2.1,25.27,spindle_bearing_failure,running
cnc,2.71,52.99,50.3,84.39,2.27,24.74,spindle_bearing_failure,warning
cnc,0.83,39.44,39.49,76.58,2.03,26.36,none,running
cnc,1.13,60.76,48.41,91.43,2.13,27.71,tool_wear,running
cnc,3.41,56.42,72.27,96.83,1.91,26.38,spindle_bearing_failure,fault
cnc,0.81,41.16,41.28,71.04,2.09,26.78,none,running
cnc,2.49,49.02,27.41,60.56,2.26,25.45,tool_breakage,warning
cnc,2.84,40.6,45.88,77.2,1.86,25.42,spindle_bearing_failure,warning
cnc,2.47,43.33,48.93,83.74,2.11,26.55,spindle_bearing_failure,warning
cnc,5.02,86.16,54.45,101.3,2.26,28.23,tool_breakage,fault
cnc,0.72,29.41,27.69,55,1.95,24.5,tool_wear,running
cnc,1.86,48.94,51.35,94.63,1.8,26.86,tool_wear,warning
cnc,1.98,42.84,43.52,77.48,1.97,26.4,spindle_bearing_failure,running
cnc,0.55,28.17,29.13,55,1.96,25.76,none,running
cnc,3.52,70.56,64,97.24,1.18,25.51,lubrication_failure,warning
cnc,0.98,31.19,28.32,57.11,1.99,27.39,tool_wear,running
cnc,2.04,36.73,40.86,62.95,1.3,26.39,lubrication_failure,warning
cnc,1.73,57.74,53.67,92.54,2.05,27.18,tool_wear,warning
cnc,4.57,50.18,32.41,66.57,2.17,27.47,tool_breakage,fault
cnc,1.18,38.92,39.21,64.35,1.41,26.83,lubrication_failure,running
cnc,0.74,34.7,33.68,67.08,2.15,27.38,none,running
cnc,1.83,54.51,51.59,94.46,2.12,26.58,tool_wear,warning
cnc,7.01,84.55,46.8,100.1,2.24,24.34,tool_breakage,fault
cnc,7.83,80.25,52.25,110,2.03,26.44,tool_breakage,fault
cnc,5.17,64.37,39.58,79.85,2.19,24.71,spindle_bearing_failure,fault
cnc,3.61,48.28,68.25,82.24,0.79,27.32,lubrication_failure,fault
cnc,1.12,25.96,28.11,55,1,26.91,lubrication_failure,warning
cnc,2.33,49.72,53.05,80.23,0.82,24.07,lubrication_failure,warning
cnc,3.37,46.04,55.8,85.32,1.46,24.92,lubrication_failure,warning
cnc,3.06,51.81,54.45,92.24,0.9,24.27,lubrication_failure,warning
cnc,0.78,38.39,36.19,68.55,2.16,25.43,none,running
cnc,3.69,47.22,26.37,55.23,1.97,25.98,tool_breakage,warning
cnc,0.77,46.9,45.27,84.73,2.15,25.87,none,running
cnc,3.45,53.8,53.85,85.56,1.96,25.21,spindle_bearing_failure,warning
cnc,2.67,56.56,60.54,89.29,0.71,26.23,lubrication_failure,fault
cnc,2.05,31.05,38.01,57.88,1.02,27.58,lubrication_failure,warning
cnc,2.16,39.43,21.28,55,2.29,26.77,tool_breakage,warning
cnc,1.49,50.18,44.12,83.91,2.16,24.77,tool_wear,running
