machine_type,vibration_mm_s,motor_current_A,gearbox_temperature_C,belt_speed_mps,load_kg,belt_alignment_mm,active_failure,status
conveyor,1.61,13.53,47.12,1.1,420.66,5.15,overload,fault
conveyor,0.94,7.35,38.2,1.52,164.55,1.57,none,running
conveyor,2.23,9.9,44.59,0.63,178.48,4.72,belt_slip,warning
conveyor,2.82,12.87,44.75,0.99,190.42,5.8,belt_slip,warning
conveyor,2.03,14.34,65.39,1.28,326.02,5.57,overload,fault
conveyor,2.14,12.47,44.13,0.67,201.39,5.11,belt_slip,warning
conveyor,1.36,7.48,45.33,1.38,199.27,11.95,belt_misalignment,fault
conveyor,5.24,7.46,47.31,1.21,143.07,2.88,roller_bearing_failure,fault
conveyor,2.98,10.78,53.4,1.53,237.09,10.91,belt_misalignment,fault
conveyor,1.93,11.87,57.23,1.12,197.6,3.62,belt_slip,warning
conveyor,2.64,7.48,50.34,1.48,158.26,7.77,belt_misalignment,warning
conveyor,2.91,8.43,49.75,0.89,161.6,3.98,belt_slip,warning
conveyor,1.92,7.53,47.42,1.34,176.95,7.56,belt_misalignment,warning
conveyor,1.02,6.32,44.77,1.35,216.63,3.51,none,running
conveyor,1.63,11.63,57.23,0.78,357.12,3.98,overload,warning
conveyor,1.07,8.39,53.32,0.83,166.45,2.18,belt_slip,running
conveyor,2.48,7.46,55.98,1.6,235.49,4.89,roller_bearing_failure,warning
conveyor,3.91,6.9,53.32,1.31,148.61,3.32,roller_bearing_failure,warning
conveyor,0.98,6.02,49.05,1.51,123.46,1.15,none,running
conveyor,2.02,12.13,65.49,1.39,164.29,3.81,gearbox_overheating,warning
conveyor,2.58,11.44,46.99,0.88,151.96,6.96,belt_slip,warning
conveyor,0.92,5.24,39.2,1.36,216.71,3.23,none,running
conveyor,1.3,12.58,51.28,0.61,207.48,5.27,belt_slip,warning
conveyor,2.69,8.91,60.09,1.06,132.66,13.66,none,fault
conveyor,1.46,10.57,50.17,1.48,207.3,14.12,belt_misalignment,fault
conveyor,1.06,12.14,56.72,0.73,266.52,5.13,belt_slip,warning
conveyor,0.93,11.92,58.8,0.98,301.91,7.07,overload,warning
conveyor,0.32,14.31,54.83,0.63,211.8,8.41,belt_slip,fault
conveyor,1.38,13.05,49.31,1.09,472.34,6.18,overload,fault
conveyor,0.49,6.83,42.72,1.73,156.56,3.51,none,running
conveyor,2.51,13.84,60.09,1.1,589.04,2.37,overload,fault
conveyor,1.74,12.99,48.56,0.75,222.6,4.92,belt_slip,warning
conveyor,0.95,7.84,49.53,1.59,149.14,1.13,none,running
conveyor,3.27,14.92,53.44,0.77,435.28,4.18,overload,fault
conveyor,1.79,13.22,42.5,0.83,200.56,4.81,belt_slip,warning
conveyor,1.9,13.26,58.52,0.87,114.24,7.92,belt_slip,warning
conveyor,1.23,7.33,48.57,1.67,186.79,3.52,none,running
conveyor,0.94,7.72,59.74,0.84,145.17,2.79,belt_slip,running
conveyor,1.16,20.85,72.75,0.98,574.26,5.21,overload,fault
conveyor,2.57,17.85,77.86,0.83,482.91,3.93,overload,fault
conveyor,2.72,13.06,72.67,1.46,253.96,5.19,gearbox_overheating,warning
conveyor,2.57,9.43,61.83,0.68,185.35,4.41,belt_slip,warning
conveyor,1.9,10.15,44.43,1.06,212.12,4.17,belt_slip,warning
conveyor,0.95,12.95,61.29,0.84,186.4,1.92,belt_slip,warning
conveyor,2.14,14.98,57.49,1.24,423.79,6.31,overload,fault
conveyor,4.35,8.15,40.56,1.3,243.68,5.77,roller_bearing_failure,fault
conveyor,1.3,9.7,54.33,0.98,174.75,3.66,belt_slip,running
conveyor,1.22,8.04,49.43,0.86,159.72,6.61,belt_slip,warning
conveyor,1.54,13.27,47.31,0.92,502.1,5.47,overload,fault
conveyor,0.97,8.25,44.07,1.14,216.03,5.24,belt_slip,running
conveyor,2.87,9.29,40.33,1.61,163.51,2.65,roller_bearing_failure,warning
conveyor,1.45,10,55.21,1.04,181.46,5.81,belt_slip,running
conveyor,1.77,13.2,55.04,0.82,336.49,6.88,overload,warning
conveyor,3.26,9.27,62.84,1.33,237.45,11.17,belt_misalignment,fault
conveyor,2.11,12.99,64.67,1.42,346.54,5.81,gearbox_overheating,warning
conveyor,1.67,6.19,48.21,1.35,261.74,6.28,roller_bearing_failure,warning
conveyor,0.85,13.4,75.68,1.13,236.52,5.64,overload,warning
conveyor,1.02,7.32,37.71,1.37,111.21,3.27,none,running
conveyor,1.16,5.61,47.46,1.47,274.54,3.15,roller_bearing_failure,running
conveyor,1.91,13.01,45.86,1.33,361.61,4.75,overload,warning
conveyor,2.88,11.8,50.6,0.72,256.16,7.42,belt_slip,warning
conveyor,1.41,8.13,65.13,0.84,170.34,5.21,belt_slip,warning
conveyor,2.85,9.88,60.58,1.16,200.71,5.26,belt_misalignment,warning
conveyor,2.64,7.65,60.28,1.34,212.19,5.06,roller_bearing_failure,warning
conveyor,0.56,8.79,49.49,1.4,149.2,1.18,none,running
conveyor,2.49,10.23,94.77,1.55,324.37,3.94,gearbox_overheating,fault
conveyor,1.66,12.75,63.73,1.18,405.25,4.02,overload,fault
conveyor,3.59,13.15,74.05,1.24,285.84,6.71,gearbox_overheating,warning
conveyor,1.92,12.32,50.96,0.83,426.2,7.47,overload,fault
conveyor,1.77,12.85,44.42,0.45,186.17,3.35,belt_slip,warning
conveyor,0.94,17.12,48.19,1.33,273.68,3.32,overload,fault
conveyor,1,18.06,57.42,1.14,557.91,6.16,overload,fault
conveyor,2.33,8.49,67.78,1.66,259.21,5.35,gearbox_overheating,warning
conveyor,2.44,15.32,65.73,1.26,289.08,3.02,overload,fault
conveyor,1.45,6.56,56.1,1.48,191.48,12.77,belt_misalignment,fault
conveyor,2.07,6.94,60.87,0.92,259.56,6.25,overload,warning
conveyor,1.3,6.97,39.68,1.68,163.9,3.12,none,running
conveyor,3.04,15.44,61.41,0.99,340.46,6.67,overload,fault
conveyor,3.4,8.48,67.35,0.85,172.99,4.14,belt_slip,warning
conveyor,3.1,7.91,50.54,1.32,239.32,12.45,belt_misalignment,fault
conveyor,4.91,8.98,45.47,1.46,168.25,6.05,roller_bearing_failure,fault
conveyor,3.2,12.42,44.09,1.01,121.26,7.63,belt_slip,warning
conveyor,2.65,11.98,48.63,0.91,258.78,2.42,belt_slip,warning
conveyor,2.85,10.33,62.54,0.53,203.89,2.55,belt_slip,warning
conveyor,2.38,9.94,44.3,0.71,232.96,2.78,belt_slip,warning
conveyor,0.87,6.45,46.34,1.44,222.34,4.06,none,running
conveyor,0.74,5.08,50.23,1.61,224.83,2.6,none,running
conveyor,0.72,6.95,40.04,1.68,138.68,3.44,none,running
conveyor,0.56,8.19,36.11,1.59,125.8,2.7,none,running
conveyor,2.04,17.02,64.12,1.1,548.32,3.55,overload,fault
conveyor,2.25,12.13,65.53,0.84,210.27,2.91,belt_slip,warning
conveyor,0.97,12.11,93.59,1.52,288.89,1.53,gearbox_overheating,fault
conveyor,2.73,9.16,100.48,1.41,173.61,5.45,gearbox_overheating,fault
conveyor,1.49,8.6,58.27,1.22,229.58,5.95,belt_misalignment,running
conveyor,1.24,11.31,63.57,1.01,403.85,2.81,overload,fault
conveyor,1.28,11.73,85.54,1.2,247.88,4.15,gearbox_overheating,fault
conveyor,1.27,9.12,50.6,0.82,277.72,7.21,belt_slip,warning
conveyor,0.75,9.91,59.27,1.16,212.66,2.19,belt_slip,running
conveyor,1.31,11.29,62.92,1.03,433.87,6.32,overload,fault
conveyor,1.11,11.95,58.26,1.33,419.56,2.64,overload,fault
conveyor,2.3,9.69,98.24,1.32,217.84,3.26,gearbox_overheating,fault
conveyor,1.06,17.75,69.83,1.14,333.16,6.88,overload,fault
conveyor,3.42,10.3,50.16,1.47,150.79,13.7,belt_misalignment,fault
conveyor,0.97,7.83,39.67,1.45,218.03,1.78,none,running
conveyor,1.41,7.86,40.65,1.66,155.14,3.04,none,running
conveyor,1.93,11.59,51.3,0.61,192.54,5.21,belt_slip,warning
conveyor,1.28,8.24,46.82,0.76,170.38,4.81,belt_slip,running
conveyor,0.63,7.45,40.45,1.42,148.77,8.35,belt_misalignment,warning
conveyor,2.28,6.91,54.3,0.95,123.23,3.64,belt_slip,warning
conveyor,2.58,9.9,76.1,1.56,232.38,4.85,gearbox_overheating,warning
conveyor,2.68,11.84,65.13,1.46,275.27,3.08,gearbox_overheating,warning
conveyor,2.07,7.08,55.33,1.17,227.12,11.1,belt_misalignment,fault
conveyor,3.37,10.19,97.28,1.37,285.46,6.79,gearbox_overheating,fault
conveyor,1.21,7.35,45.05,1.57,192.75,2.95,none,running
conveyor,1.62,13.14,56.36,0.67,185.16,4.86,belt_slip,warning
conveyor,1,7.15,39.66,1.58,244.99,2.68,none,running
conveyor,0.99,5.97,40.96,1.47,197.14,3.3,none,running
conveyor,4.11,7.43,54.06,1.46,222.31,3.78,roller_bearing_failure,fault
conveyor,1.85,9.28,99.32,1.44,294.51,5.53,gearbox_overheating,fault
conveyor,3.04,9.35,80.34,1.36,272.52,7.42,gearbox_overheating,fault
conveyor,3.22,10.32,61.62,1.32,137.56,6,belt_misalignment,warning
conveyor,0.78,10.35,59.34,1.5,244.22,5.62,belt_misalignment,warning
conveyor,2.82,11.59,57.17,1.29,388.72,5.16,overload,fault
conveyor,0.95,12.23,96.66,1.44,189.28,2.04,gearbox_overheating,fault
conveyor,2.34,10.17,58.16,0.64,137.62,5.83,belt_slip,warning
conveyor,1.09,7.75,54.11,0.75,215.6,7.13,belt_slip,warning
conveyor,0.94,5.54,44.27,1.58,165.57,2.09,none,running
conveyor,0.92,6.12,38.37,1.55,288.07,1.61,none,warning
conveyor,1.7,8.95,47.48,1.48,242.1,5.61,roller_bearing_failure,running
conveyor,0.98,12.47,81.82,1.55,213.09,2.04,gearbox_overheating,fault
conveyor,3.17,7.77,44.47,1.63,231.75,3.16,roller_bearing_failure,warning
conveyor,0.77,8.14,43.02,1.55,230.39,3.46,none,running
conveyor,2.23,10.97,45.8,1.4,308.68,11.23,belt_misalignment,fault
conveyor,1.89,7.89,58.22,1.35,267.06,2.72,gearbox_overheating,running
conveyor,2.44,14.11,64.57,1.3,224.26,3.04,gearbox_overheating,fault
conveyor,0.68,12.96,65.94,0.56,225.05,5.25,belt_slip,warning
conveyor,1.02,5.92,36.99,1.54,253.86,3.89,none,running
conveyor,1.95,19.56,73.22,1.19,503.69,6.11,overload,fault
conveyor,2.44,7.86,60.45,1.4,151.48,14.76,belt_misalignment,fault
conveyor,3.03,7.49,111.68,1.34,410.3,3.63,gearbox_overheating,fault
conveyor,1.71,12.86,81.51,1.2,234.59,5.7,gearbox_overheating,fault
conveyor,1.97,10.75,101.49,1.14,233.45,2.24,gearbox_overheating,fault
conveyor,0.86,5.83,48.33,1.57,205.7,4.2,none,running
conveyor,2.1,6.17,47.75,1.27,172.65,4.17,roller_bearing_failure,warning
conveyor,2.3,8.36,58.34,1.47,219.87,9.17,belt_misalignment,warning
conveyor,1.88,11.76,61.59,0.61,189.32,2.44,belt_slip,warning
conveyor,2.8,16.02,68.68,1.38,426.1,6.42,overload,fault
conveyor,1.53,12.88,75.42,1.42,156.88,6.05,gearbox_overheating,warning
conveyor,0.87,13.14,75.85,1.38,144.8,4.19,gearbox_overheating,warning
conveyor,2.13,18.95,73.79,1.37,329.83,4.12,overload,fault
conveyor,1.33,9.32,48.1,1.02,299.52,2.79,overload,warning
conveyor,4.98,14.84,63.92,0.18,593.3,12,jam,fault
conveyor,0.78,8.3,108.27,1.61,257.21,6.01,gearbox_overheating,fault
conveyor,1.28,12.8,59.14,0.74,116.18,2.2,belt_slip,warning
conveyor,0.75,11.75,49.02,0.41,130.23,3.79,belt_slip,warning
conveyor,0.66,6.57,46.76,1.29,192.37,2.54,none,running
conveyor,0.93,10.45,49.02,1.15,172.77,8.62,belt_misalignment,warning
conveyor,1.83,10.16,60.37,1.18,335.12,6.08,overload,warning
conveyor,2.68,5.16,50.77,1.55,156.96,5.01,roller_bearing_failure,warning
conveyor,2.86,12.49,96.26,1.27,310.12,3.29,gearbox_overheating,fault
conveyor,3.11,13.68,66.57,1.57,162.54,3.44,gearbox_overheating,warning
conveyor,1.48,10.2,46.24,0.82,386.11,6.02,overload,fault
conveyor,3.17,9.01,76.43,1.46,303.76,4.48,gearbox_overheating,warning
conveyor,1.22,8.27,66.26,1.01,384.98,6.61,overload,fault
conveyor,1.48,6.35,50.79,1.35,112.1,2.39,roller_bearing_failure,running
conveyor,4.22,5.87,47.76,1.59,173.33,6.69,roller_bearing_failure,fault
conveyor,1.99,7.54,58.3,1.27,233.92,5.54,roller_bearing_failure,running
conveyor,1.81,9.59,52.97,0.93,157.65,5.6,belt_slip,running
conveyor,1.55,14.56,93.7,1.38,227.65,6.29,gearbox_overheating,fault
conveyor,0.8,13.55,78.59,1.54,213.59,3.63,gearbox_overheating,warning
conveyor,1.03,10.04,72.71,1.24,417.16,7.1,overload,fault
conveyor,1.34,8.63,87.94,1.27,261.87,6.34,gearbox_overheating,fault
conveyor,1.73,11.36,63.35,1.41,159.1,2.62,gearbox_overheating,warning
conveyor,1.76,12.54,66.15,0.5,255.34,6.19,belt_slip,warning
conveyor,2.53,13.03,76.91,1.36,186.51,6.84,gearbox_overheating,warning
conveyor,2.87,7.25,69.28,1.17,306.1,6.07,gearbox_overheating,warning
conveyor,2.68,13.07,73.44,1.32,286.11,6.32,gearbox_overheating,warning
conveyor,1.54,8.71,55.82,1.49,206.71,4.81,roller_bearing_failure,running
conveyor,3.32,8.52,47.61,1.6,225.75,3.53,roller_bearing_failure,warning
conveyor,1.58,11.68,94.9,1.24,281.73,3.69,gearbox_overheating,fault
conveyor,3.79,8.58,48.12,1.41,153.35,2.64,roller_bearing_failure,warning
conveyor,0.54,7.4,47.71,1.5,193.76,2,none,running
conveyor,1.1,7.79,46.71,1.56,138.51,1.53,none,running
conveyor,2.12,8.96,80.91,1.47,350.61,5.05,gearbox_overheating,fault
conveyor,1.03,9.8,84.55,1.51,161.69,3.44,gearbox_overheating,fault
conveyor,2.59,13.06,64.46,0.97,138.81,3.46,belt_slip,warning
conveyor,0.99,6.72,40.86,1.63,173.98,1.93,none,running
conveyor,2.57,13.63,47.45,1.49,435.88,6,overload,fault
conveyor,5.02,18.44,75.19,0.12,530.78,8.92,belt_misalignment,fault
conveyor,1.79,8.37,100.53,1.67,140.74,4.93,gearbox_overheating,fault
conveyor,1.54,7.04,46.03,1.66,187.17,4.87,roller_bearing_failure,running
conveyor,2.02,10.85,51.88,0.47,160.39,6.1,belt_slip,warning
conveyor,2.51,6.66,58.25,1.47,328.28,3.79,roller_bearing_failure,warning
conveyor,1.59,11.17,101.24,1.67,380.54,5.34,gearbox_overheating,fault
conveyor,3.37,11.37,108.37,1.37,402.81,3.72,gearbox_overheating,fault
conveyor,3.8,7.53,54.27,1.44,191.49,5.78,roller_bearing_failure,warning
conveyor,1.76,8.77,76.94,1.16,291.96,2.57,overload,warning
conveyor,2.55,13.84,55.73,1.05,291.58,7.23,overload,warning
conveyor,2.26,13.68,90.68,1.16,280.81,4.58,gearbox_overheating,fault
conveyor,1.75,8.9,90.86,1.19,249.38,7.09,gearbox_overheating,fault
conveyor,2.05,12.31,100.41,1.29,194.69,3.31,gearbox_overheating,fault
conveyor,2.19,10.88,101.71,1.5,314.27,3.21,gearbox_overheating,fault
conveyor,1.52,15.87,61.81,1.26,397.33,2.27,overload,fault
conveyor,1.28,9.09,50.05,1.41,239.24,12.05,belt_misalignment,fault
conveyor,1.57,7.3,48.15,1.49,158.65,10.75,belt_misalignment,fault
conveyor,1.15,7.27,35.36,1.46,168.28,3.2,none,running
conveyor,3.09,9.04,82.9,1.15,285.43,5.31,gearbox_overheating,fault
conveyor,2.19,14.15,92.12,1.24,369.02,3.17,gearbox_overheating,fault
conveyor,2.3,8.6,66.22,1.38,404.58,2.07,gearbox_overheating,fault
conveyor,2.9,8.35,44.14,1.38,228.54,11.35,belt_misalignment,fault
conveyor,0.5,11.81,44.95,0.76,180.85,2.76,belt_slip,warning
conveyor,1.03,15.22,51.87,1.37,287.18,1.41,overload,fault
conveyor,3.99,8.75,40.95,1.3,128.5,3.03,roller_bearing_failure,warning
conveyor,0.79,11.66,71.35,1.34,213.84,6.4,gearbox_overheating,warning
conveyor,0.84,4.51,38.05,1.22,172.89,2.11,none,running
conveyor,0.58,6.66,49.36,1.43,172.47,3.13,none,running
conveyor,2.72,13.48,103.09,1.15,204.7,2.91,gearbox_overheating,fault
conveyor,2.45,13.54,103.02,1.21,216.66,6.44,gearbox_overheating,fault
conveyor,2.03,9.22,56.03,1.61,249.11,4.02,none,warning
conveyor,2.54,9.44,51.31,1.01,175.17,2.21,belt_slip,warning
conveyor,2.4,11.75,68.93,1.14,351.3,5.21,overload,warning
conveyor,5.48,6.59,61.78,1.55,227.7,4.68,roller_bearing_failure,fault
conveyor,1.97,11.32,64.13,0.87,343.63,2.09,overload,warning
conveyor,5.29,7.3,44.24,1.68,290.33,2.12,roller_bearing_failure,fault
conveyor,1.73,7.57,59.66,1.21,132.09,7.87,belt_misalignment,warning
conveyor,1.47,10,45.64,1.31,255.18,12.93,belt_misalignment,fault
conveyor,2.79,8.87,51.59,1.26,196.19,6.32,belt_misalignment,warning
conveyor,2.72,13.6,51.57,0.9,125.36,6.72,belt_slip,warning
conveyor,2.15,7.46,81.76,1.33,350.52,3.03,gearbox_overheating,fault
conveyor,1.05,7.84,46.71,1.43,220.48,0.95,none,running
conveyor,1.11,13.1,67.64,1.29,275.25,2.27,gearbox_overheating,warning
conveyor,1.14,16.79,64.77,1.35,427.82,1.51,overload,fault
conveyor,3.8,7.94,60.86,1.33,231.39,5.19,roller_bearing_failure,warning
conveyor,2.25,10.57,82.28,1.35,212.25,5.52,gearbox_overheating,fault
conveyor,2.85,5.94,56.82,1.48,213.67,5.73,roller_bearing_failure,warning
conveyor,2.06,12.02,51.51,1.17,246.17,2.63,belt_slip,warning
conveyor,1.06,5.61,49.59,1.66,152.26,1.53,none,running
conveyor,2.26,22.23,78.9,0.5,600.3,9.25,jam,fault
conveyor,1.22,9.09,46,1.42,295.61,5.34,overload,warning
conveyor,2.03,11.74,72.96,1.44,219.92,4.38,gearbox_overheating,warning
conveyor,1.22,9.87,54.18,1.22,162.87,9.73,belt_misalignment,warning
conveyor,0.98,9.65,49.38,0.88,285.86,5.72,belt_slip,warning
conveyor,2,9.18,60.46,1.32,425.58,4.79,overload,fault
conveyor,3.63,16.64,70.41,1.37,463.73,5.57,overload,fault
conveyor,1.99,9.21,77.72,1.37,285.61,4.98,gearbox_overheating,warning
conveyor,1.34,11.71,107.83,1.27,327.03,5.29,gearbox_overheating,fault
conveyor,1.26,7.44,47.09,1.41,241.06,3.95,none,running
conveyor,1.02,11.15,49.22,1.06,150.74,4.94,belt_slip,warning
conveyor,4.09,9.1,49.49,1.45,203.88,3.28,roller_bearing_failure,fault
conveyor,1.79,13.04,54.59,0.72,170.61,7.63,belt_slip,warning
conveyor,0.7,6.73,47.01,1.48,202,5.59,none,running
conveyor,2.69,9.01,41.59,1.33,259.95,3.35,roller_bearing_failure,warning
conveyor,2.02,7.61,44.24,1.32,318.38,5.29,roller_bearing_failure,warning
conveyor,2.86,12.74,67.64,1.42,182.19,5.62,gearbox_overheating,warning
conveyor,1.78,5.75,41.48,1.27,120.28,4.99,roller_bearing_failure,running
conveyor,1.15,6.85,38.43,1.5,177.38,3.56,none,running
conveyor,1.79,10.56,75.28,1.4,291.12,2.81,overload,warning
conveyor,3.35,15.93,67.67,0.81,347.18,6.95,overload,fault
conveyor,2.26,8.08,54.51,1.63,305.86,1.86,roller_bearing_failure,warning
conveyor,3.41,9.8,91.01,1.16,274.65,4.65,gearbox_overheating,fault
conveyor,2.13,7.74,50.64,1.31,178.02,4.76,roller_bearing_failure,warning
conveyor,1.12,13.8,78.29,1.61,249,4.88,gearbox_overheating,warning
conveyor,1.62,9,67.22,1.46,218.4,2.99,gearbox_overheating,warning
conveyor,2.58,6.53,54.44,1.2,255.24,1.81,roller_bearing_failure,warning
conveyor,2.03,8.33,88.39,1.35,259.94,5.36,gearbox_overheating,fault
conveyor,0.43,11.47,90.54,1.32,365,3.52,gearbox_overheating,fault
conveyor,1.77,7.53,53.57,0.77,276.76,6.91,jam,warning
conveyor,2.02,9.71,51,0.66,271.9,3.63,belt_slip,warning
conveyor,0.73,6.17,39.98,1.4,273.91,3.93,none,running
conveyor,1.59,12.86,53.36,0.49,266.23,3.36,belt_slip,warning
conveyor,3.54,7.99,51.76,1.39,187.74,3.34,roller_bearing_failure,warning
conveyor,4.2,16.06,67.2,0.24,456.03,6.5,jam,fault
conveyor,1.93,7.99,50.15,1.31,238.56,2.24,roller_bearing_failure,running
conveyor,0.83,5.03,46.1,1.65,169.23,1.27,none,running
conveyor,0.93,6.07,43.55,1.45,217.86,1.84,none,running
conveyor,1.09,5.61,41.97,1.38,175.3,2.13,none,running
conveyor,2.74,7.42,47.87,1.56,164.44,12.96,belt_misalignment,fault
conveyor,2.09,9.02,57.99,1.34,184.38,4.18,roller_bearing_failure,warning
conveyor,2.28,10.45,92.7,1.58,277.58,2.21,gearbox_overheating,fault
conveyor,0.86,10.99,66.78,1.51,248.33,4.53,gearbox_overheating,warning
conveyor,2.55,8.65,105.15,1.15,277.43,6.81,gearbox_overheating,fault
conveyor,2.93,13.52,100.49,1.47,233.5,3.09,gearbox_overheating,fault
conveyor,1.89,11.3,48.54,0.47,135.6,2.49,belt_slip,warning
conveyor,2.92,6.71,53.32,1.35,160.37,4.27,roller_bearing_failure,warning
conveyor,3.27,13.1,94.74,1.52,315.57,6.09,gearbox_overheating,fault
conveyor,3.84,14.14,63.75,0.02,460.04,10.12,jam,fault
conveyor,0.71,6.46,50.82,1.6,232.84,3.08,none,running
conveyor,1.09,9.48,48.65,1.01,334.07,3.91,overload,warning
conveyor,2.41,13.43,99.25,1.36,296.06,2.13,gearbox_overheating,fault
conveyor,1.59,13.26,75.99,1.25,195.37,6.18,gearbox_overheating,warning
conveyor,1.48,6.48,55.27,1.49,146.73,3.11,roller_bearing_failure,running
conveyor,3.14,8.75,60.39,1.38,254.71,12.81,belt_misalignment,fault
conveyor,3.19,12.27,69.02,1.43,245.09,3.62,gearbox_overheating,warning
conveyor,4.35,7.95,48.49,1.41,285.52,2.58,roller_bearing_failure,fault
conveyor,1.54,8.79,87.57,1.65,285.42,5.83,gearbox_overheating,fault
conveyor,0.78,5.82,41.28,1.73,189.41,3.21,none,running
conveyor,0.46,6.54,43.87,1.61,150.06,3.25,none,running
conveyor,2.48,13.89,90.08,1.51,125.8,6.69,gearbox_overheating,fault
conveyor,1.43,16,69.87,0.43,650,4.22,jam,fault
conveyor,1.72,8.88,51.06,1.02,145.21,4.83,belt_slip,running
conveyor,2.41,13.39,98.86,1.29,224.75,6.91,gearbox_overheating,fault
conveyor,2.21,12.57,73.91,1.52,348.26,6.2,gearbox_overheating,warning
conveyor,1.53,9.54,43.52,1.15,269.74,9.55,belt_misalignment,warning
conveyor,0.94,11.27,53.15,1.12,387.3,6.29,overload,fault
conveyor,3.27,9.25,55.45,1.61,243.56,2.54,roller_bearing_failure,warning
conveyor,2.95,20.69,93,0,354.34,6.72,jam,fault
conveyor,1.67,12.69,94.33,1.4,282.42,3.99,gearbox_overheating,fault
conveyor,1.52,9.07,57.38,1.22,177.31,4.44,roller_bearing_failure,running
conveyor,3.05,7.07,97.58,1.62,243.52,2.52,gearbox_overheating,fault
conveyor,1.64,11.96,65.88,1.16,451.41,5.17,overload,fault
conveyor,3.45,10.29,73.88,1.52,240.18,3.78,gearbox_overheating,warning
conveyor,2.72,7.59,60.64,1.25,197.19,12.73,none,fault
conveyor,1.02,6.13,44.49,1.36,175.59,1.81,none,running
conveyor,5.25,7.99,46.95,1.37,197.75,6.14,roller_bearing_failure,fault
conveyor,2.71,17.46,50.21,1.17,301.76,6.56,overload,fault
conveyor,1.43,7.27,48.2,1.4,313.8,4.78,roller_bearing_failure,warning
conveyor,4.24,9.06,47.45,1.48,141.75,4.03,roller_bearing_failure,fault
conveyor,2.99,7.16,57.54,1.55,195.32,4.4,roller_bearing_failure,warning
conveyor,1.26,9.91,80.3,1.5,222.38,3.72,gearbox_overheating,fault
conveyor,1.44,5.02,43.9,1.47,255.2,4.17,none,running
conveyor,1.94,9.36,68.34,1.1,289.71,3.78,overload,warning
conveyor,0.3,6.21,47.98,1.26,155.28,3.35,none,running
conveyor,2.65,16.65,52.66,1.16,551.34,5.4,overload,fault
conveyor,2.31,8.07,55.69,0.55,144.04,3.83,belt_slip,warning
conveyor,2.58,7.04,39.06,1.44,274.29,1.51,roller_bearing_failure,warning
conveyor,1.16,10.14,47.37,1.05,166.92,4.51,belt_slip,warning
conveyor,1.01,9.09,54.16,1.1,278.18,13.55,belt_misalignment,fault
conveyor,2.37,9.15,49.08,0.86,202.73,5.85,belt_slip,warning
conveyor,2.38,13.83,73.32,0.46,472.19,6.37,jam,fault
conveyor,1.15,13.57,97.96,1.62,274.57,3.02,gearbox_overheating,fault
conveyor,2.01,8.35,43.49,1.61,285.24,1.44,roller_bearing_failure,warning
conveyor,1.4,13.93,99.85,1.51,227.77,4.74,gearbox_overheating,fault
conveyor,0.96,5.78,50.11,1.43,214.91,1.69,none,running
conveyor,1.66,10.44,56.51,0.54,210.32,7.28,belt_slip,warning
conveyor,0.54,7.53,45.22,1.39,203.22,1.64,none,running
conveyor,1.57,7.83,57.17,0.96,147.09,3.71,belt_slip,running
conveyor,1.08,5.62,50.81,1.46,190.18,1.37,none,running
conveyor,1.9,8.57,58.33,1.25,253.53,7.05,belt_misalignment,warning
conveyor,2.82,16.42,54.81,0.94,545.72,4.55,overload,fault
conveyor,2.98,9.29,45.86,1.19,140.88,9.01,belt_misalignment,warning
conveyor,1.19,5.85,50.67,1.38,292.29,3.84,none,warning
conveyor,2.19,7.72,70.63,1.42,372.51,7.16,overload,warning
conveyor,3.31,7.23,47.58,1.5,220.46,2.49,roller_bearing_failure,warning
conveyor,1.31,11.18,65.28,1.09,308.3,0.81,overload,warning
conveyor,2.8,10.44,55.68,1.15,293.68,14.96,belt_misalignment,fault
conveyor,2.05,17.41,73.52,0.09,523.48,11.27,jam,fault
